,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast
554,pc/laptop,,14.0,6.0,31.0,1.0,6.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,12.0,3.0,16.0,1.0,18.0,42.0,4.0,1.0,1.0,0.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,work
555,pc/laptop,,8.0,4.0,24.0,2.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,24.0,25.0,10.0,5.0,14.0,42.0,0.0,7.0,4.5,2.0,0.5,6.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,10.0,study
556,pc/laptop,,2.0,3.0,19.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,36.0,4.0,0.0,4.0,4.0,42.0,12.0,0.0,0.0,0.0,4.0,6.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,study
557,pc/laptop,,6.0,4.0,22.0,2.0,5.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,18.0,24.0,0.0,2.0,48.0,42.0,0.0,5.0,0.0,1.5,7.0,6.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,5.0,study
558,pc/laptop,,,3.0,22.0,2.0,6.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,,4.0,3.0,50.0,45.0,10.0,2.0,10.0,42.0,10.0,5.0,0.0,0.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,10.0,study
559,pc/laptop,,11.0,3.0,25.0,1.0,5.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,44.0,1.0,4.0,8.0,30.0,42.0,12.0,0.0,2.0,0.5,0.5,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,study
560,pc/laptop,,2.0,3.0,18.0,2.0,6.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,21.0,24.0,0.0,7.0,14.0,42.0,4.5,7.0,0.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,10.0,study
561,tablet,1.7999999523162842,11.0,2.0,,2.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,15.0,10.0,15.0,6.0,42.0,0.0,3.0,1.0,2.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,study
562,pc/laptop,1.7999999523162842,16.0,2.0,26.0,2.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,11.0,5.0,12.0,3.0,20.0,42.0,0.0,3.0,6.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study
563,pc/laptop,1.399999976158142,4.0,2.0,24.0,2.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,20.0,30.0,8.0,4.0,14.0,42.0,8.0,4.0,1.0,1.0,2.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,10.0,study
564,mobile,1.2999999523162842,6.0,1.0,22.0,2.0,7.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,12.0,6.0,10.0,5.0,10.0,42.0,2.0,4.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,7.0,study
565,mobile,,8.0,3.0,24.0,2.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,0.0,38.0,11.0,4.0,14.0,42.0,0.0,5.0,2.0,1.0,6.0,8.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,7.0,study
566,pc/laptop,,10.0,3.0,24.0,2.0,7.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,20.0,24.0,6.0,4.0,16.0,42.5,3.0,4.0,0.0,0.5,3.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,10.0,study
567,pc/laptop,2.200000047683716,8.0,1.0,24.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,0.0,32.5,2.0,4.0,10.0,42.5,0.0,0.0,2.0,2.0,13.0,7.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,study
568,pc/laptop,1.899999976158142,10.0,2.0,24.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,8.0,12.0,8.0,9.0,12.0,43.0,0.0,3.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,study
569,pc/laptop,3.5999999046325684,6.0,1.0,23.0,2.0,7.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,15.0,2.0,25.0,1.0,2.0,43.0,0.0,1.0,5.0,1.0,5.0,8.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,work
570,pc/laptop,2.0,2.0,1.0,20.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,18.0,5.0,10.0,2.0,3.0,43.0,4.0,3.0,0.0,1.0,0.0,7.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,15.0,study
571,pc/laptop,,8.0,3.0,24.0,1.0,7.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,16.0,50.0,0.0,4.0,5.0,43.0,0.0,9.0,0.0,2.0,5.0,8.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,9.0,study
572,pc/laptop,,6.0,4.0,23.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,20.0,8.0,10.0,7.0,10.0,44.0,6.0,2.0,2.0,1.0,1.0,7.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,study
573,mobile,2.0,12.0,1.0,27.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,24.0,10.0,12.0,3.0,8.0,44.0,6.0,0.0,0.0,0.5,2.0,8.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,15.0,study
574,pc/laptop,2.299999952316284,6.0,1.0,24.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,13.0,5.0,6.0,6.0,8.0,44.0,2.0,0.5,0.0,0.5,1.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,study
575,pc/laptop,1.0,10.0,2.0,27.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,10.0,25.0,12.0,2.0,6.0,44.0,2.0,4.0,4.0,0.0,3.0,6.5,3.0,2.0,3.0,3.0,2.0,2.0,2.0,10.0,study
576,pc/laptop,,2.0,3.0,19.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,30.0,15.0,0.0,0.5,4.0,44.0,10.0,2.5,0.0,0.0,0.5,7.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,15.0,study
577,mobile,,,,,,5.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,18.0,5.0,0.0,3.0,10.0,44.0,0.0,2.0,0.0,1.0,3.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,,study
578,mobile,,,,,,4.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,20.0,25.0,0.0,8.0,20.0,44.0,6.0,4.0,0.0,0.5,1.0,7.0,3.0,,,,,,,,study
579,pc/laptop,,8.0,3.0,23.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,22.0,12.0,15.0,3.0,6.0,44.0,0.0,2.5,4.5,0.5,1.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0,study
580,mobile,1.2999999523162842,4.0,1.0,19.0,2.0,6.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,23.0,18.0,15.0,2.5,8.0,44.0,6.0,2.0,0.0,0.0,2.5,6.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,12.0,study
581,pc/laptop,,4.0,4.0,21.0,1.0,7.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,16.0,8.0,4.0,2.0,14.0,44.0,6.0,0.0,3.0,0.5,2.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,10.0,study
582,pc/laptop,,6.0,3.0,27.0,1.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,46.0,16.0,22.0,10.0,10.0,44.0,8.0,4.0,0.0,1.0,2.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,11.0,study
583,pc/laptop,,8.0,4.0,23.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,20.0,8.0,8.0,15.0,6.0,44.0,0.0,4.0,0.0,2.0,4.0,8.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,study
584,mobile,1.600000023841858,21.0,2.0,29.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,30.0,20.0,4.0,15.0,45.0,3.0,5.0,0.0,2.0,3.0,10.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,8.0,study
585,pc/laptop,2.0999999046325684,8.0,2.0,24.0,2.0,6.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,12.0,6.0,13.0,2.5,20.0,45.0,2.0,1.0,5.0,0.5,0.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,study
586,mobile,1.399999976158142,12.0,2.0,25.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,0.0,30.0,10.0,20.0,15.0,45.0,0.0,5.0,0.0,5.0,5.0,8.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,15.0,study
587,mobile,,2.0,3.0,20.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,14.0,20.0,7.0,3.0,7.0,45.0,0.0,0.0,0.0,0.0,12.0,8.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,study
588,pc/laptop,,1.0,3.0,21.0,1.0,6.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,28.0,14.0,0.0,5.0,15.0,45.0,8.0,3.0,0.0,0.5,0.5,7.0,3.0,3.0,1.0,,3.0,1.0,2.0,5.0,study
589,pc/laptop,1.7999999523162842,8.0,1.0,23.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.5,45.0,0.0,5.0,6.0,45.0,0.0,6.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,study
590,pc/laptop,1.7999999523162842,8.0,1.0,23.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,15.0,35.0,10.0,3.0,10.0,45.0,0.0,2.0,0.0,1.0,12.0,9.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,8.0,study
591,mobile,,9.0,3.0,24.0,1.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,25.0,5.0,60.0,5.0,8.0,45.0,3.0,0.0,10.0,1.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,work
592,pc/laptop,1.5,10.0,2.0,25.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,15.0,20.0,15.0,9.0,30.0,45.0,0.0,2.0,6.0,1.5,3.0,7.0,,1.0,2.0,1.0,1.0,3.0,2.0,8.0,study
593,pc/laptop,1.2999999523162842,4.0,1.0,20.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,50.0,4.0,1.0,,2.0,45.0,7.0,3.0,0.0,0.0,0.0,6.5,4.0,2.0,1.0,2.0,2.0,2.0,1.0,8.0,study
594,pc/laptop,,8.0,3.0,23.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,30.0,20.0,3.0,5.0,3.0,45.0,8.0,6.0,0.0,0.5,1.0,7.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,study
595,mobile,,1.0,1.0,19.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,23.0,6.0,3.0,2.0,10.0,45.0,6.0,1.0,0.0,0.0,2.0,7.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,10.0,study
596,pc/laptop,,4.0,3.0,19.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,12.0,40.0,0.0,3.0,10.0,45.0,0.0,5.0,0.0,2.0,5.0,12.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,study
597,pc/laptop,,6.0,3.0,22.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,20.0,30.0,0.0,5.0,20.0,45.0,0.0,12.0,0.0,0.0,2.0,8.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,study
598,pc/laptop,3.0,6.0,1.0,25.0,1.0,6.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,12.0,30.0,45.0,10.0,26.0,45.0,0.0,8.0,6.0,4.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,20.0,work
599,pc/laptop,1.7000000476837158,10.0,2.0,24.0,1.0,6.0,4.0,4.0,,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,15.0,3.0,25.0,45.0,4.0,9.0,2.0,0.0,3.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,10.0,study
600,mobile,3.4000000953674316,6.0,1.0,22.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,16.0,4.0,5.0,3.0,10.0,45.0,4.0,0.0,0.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,study
601,pc/laptop,2.5,6.0,1.0,20.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,15.0,50.0,0.0,10.0,10.0,45.0,4.0,6.0,0.0,2.0,2.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,study
602,pc/laptop,2.0,2.0,1.0,20.0,,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,15.0,10.0,0.0,3.0,45.0,45.0,0.0,6.0,0.0,2.0,10.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,10.0,study
603,mobile,,8.0,3.0,23.0,2.0,7.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,10.0,42.0,6.0,7.0,31.0,45.0,0.0,5.0,0.0,1.0,9.0,8.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,10.0,study
604,pc/laptop,,12.0,5.0,24.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,15.0,26.0,3.0,10.0,45.0,0.0,2.0,8.0,0.5,1.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,work
605,pc/laptop,1.7999999523162842,6.0,1.0,22.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,5.0,20.0,45.0,0.0,0.0,0.0,2.0,10.0,8.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,study
606,pc/laptop,,10.0,3.0,25.0,2.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,35.0,2.0,2.0,1.0,6.0,45.0,9.0,0.0,0.0,1.0,5.0,7.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,study
607,pc/laptop,1.399999976158142,6.0,1.0,22.0,2.0,7.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,6.0,15.0,16.0,6.0,8.0,45.0,0.0,7.0,2.0,0.5,2.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,10.0,study
608,pc/laptop,2.9000000953674316,6.0,1.0,24.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,12.0,3.0,15.0,10.0,10.0,45.0,4.0,3.0,4.0,0.5,2.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,complex
609,mobile,2.299999952316284,2.0,1.0,20.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,,3.0,1.0,4.0,4.0,4.0,10.0,8.0,4.0,20.0,45.0,0.0,2.0,0.0,2.0,5.0,7.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,study
610,mobile,,8.0,3.0,23.0,2.0,6.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,0.0,50.0,4.0,4.0,8.0,45.0,0.0,8.0,0.0,1.0,2.0,7.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,study
611,mobile,,11.0,5.0,25.0,2.0,6.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,20.0,60.0,0.0,3.0,4.0,45.0,4.0,8.0,0.0,1.0,0.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0,study
612,mobile,3.0,4.0,1.0,22.0,2.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,4.0,15.0,30.0,20.0,2.0,2.0,45.0,0.0,3.0,7.0,0.0,1.0,7.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,study
613,pc/laptop,1.5,9.0,2.0,24.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,12.0,13.0,10.0,5.0,10.0,45.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,10.0,study
614,pc/laptop,,11.0,3.0,25.0,2.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,50.0,7.0,7.0,10.0,3.0,45.0,10.0,0.0,0.0,2.0,4.0,8.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,study
615,pc/laptop,,3.0,3.0,20.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,13.5,35.0,0.0,5.0,15.0,45.0,1.5,6.0,0.0,1.0,3.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,study
616,pc/laptop,2.0,6.0,1.0,22.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,6.0,6.0,0.0,8.0,15.0,45.0,4.0,1.0,0.0,0.5,3.0,7.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,15.0,study
617,pc/laptop,,12.0,3.0,25.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,40.0,6.0,10.0,1.5,2.0,45.0,9.0,1.0,7.0,0.0,1.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,7.0,study
618,pc/laptop,,2.0,3.0,20.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,8.0,35.0,0.0,8.0,6.0,45.0,0.0,5.0,0.0,3.0,2.0,10.0,3.0,2.0,3.0,,2.0,1.0,1.0,7.0,study
619,pc/laptop,1.7000000476837158,6.0,1.0,23.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,10.0,10.0,19.0,2.0,7.0,45.0,2.0,2.0,8.0,0.5,0.0,6.5,3.0,2.0,3.0,3.0,2.0,1.0,1.0,10.0,study
620,pc/laptop,1.5,4.0,2.0,27.0,2.0,6.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,10.0,10.0,20.0,15.0,15.0,45.0,4.0,2.0,0.0,1.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,complex
621,pc/laptop,1.7999999523162842,4.0,1.0,23.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,24.0,20.0,20.0,2.0,30.0,45.0,8.0,2.0,0.0,1.0,2.0,6.5,3.0,2.0,2.0,3.0,2.0,1.0,1.0,12.0,study
622,tablet,2.799999952316284,4.0,1.0,20.0,1.0,7.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,30.0,30.0,0.0,3.0,10.0,45.0,7.0,2.0,0.0,0.0,1.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,10.0,study
623,pc/laptop,,12.0,5.0,27.0,1.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,45.0,,60.0,5.0,10.0,45.0,0.0,0.0,5.0,0.0,10.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,7.0,complex
624,pc/laptop,1.7000000476837158,12.0,2.0,25.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,45.0,0.0,3.0,20.0,45.0,0.0,6.0,0.0,2.0,8.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,study
625,pc/laptop,1.7999999523162842,4.0,1.0,20.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,8.0,4.0,16.0,3.0,15.0,45.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,,1.0,2.0,5.0,work
626,pc/laptop,2.0999999046325684,6.0,1.0,23.0,2.0,5.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,3.5,10.0,8.0,5.0,14.0,45.0,0.0,4.0,3.0,2.0,4.0,8.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0,study
627,no answer,1.2000000476837158,4.0,1.0,20.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,20.0,10.0,8.0,2.0,2.0,45.0,4.0,3.0,0.0,0.0,1.0,9.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,10.0,study
628,pc/laptop,,10.0,3.0,24.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,10.0,8.0,0.0,3.0,5.0,45.0,0.0,0.0,0.0,2.0,1.0,10.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,study
629,mobile,,8.0,6.0,23.0,2.0,6.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,22.0,3.0,9.0,5.0,4.0,45.0,3.0,2.0,2.0,1.0,3.0,7.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,10.0,study
630,pc/laptop,2.4000000953674316,8.0,1.0,23.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,10.0,2.0,16.0,8.0,40.0,45.0,2.0,0.0,0.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,work
631,mobile,1.399999976158142,8.0,2.0,23.0,2.0,6.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,10.0,10.0,12.0,8.0,20.0,45.0,0.0,0.0,0.0,0.0,24.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,study
632,pc/laptop,1.2999999523162842,8.0,2.0,31.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,6.0,8.0,6.0,5.0,10.0,45.0,0.0,2.0,0.0,1.0,2.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,study
